"x","y"
8.39190351046981,16.3527847275514
8.88567750438037,12.3848082121316
8.38184017486158,14.9100316048309
10.2394471678722,19.7057282389126
12.4349589024623,13.2696302083025
4.26816390458797,17.7634859947003
15.0490324479598,19.0674931700082
12.1915191142864,14.0743469492154
12.6683826475459,17.7947479765246
8.63325339740537,15.8345457091253
11.7633575643475,19.9710928312851
8.5813849925419,5.75808433083954
12.8969351033904,24.6030449875925
9.28999596167467,20.9071936313577
12.0167619774033,13.5453421011108
13.2707549779655,10.6671258847359
7.46489642561492,14.8708796073922
10.8766531473581,6.74825615122316
6.64683699326328,15.1961718418562
9.46619900523855,19.3373235410505
8.42265913275704,22.6333404499729
8.19969171337588,19.5359782760835
13.376322962496,14.2163849405607
10.4088903913749,11.5156357218487
5.9501529006283,22.4205112514213
7.76303792990102,13.0470234606186
8.37550809943693,28.7025193294013
12.0512345397261,15.2543122547701
7.12371061791165,20.2038166731348
10.8581873101192,2.33093354550207
8.80342975867845,14.6812543019465
6.70910742766225,11.5303905488562
12.421531453281,9.30080083566713
8.12993819554483,7.75799044885138
3.90435520067689,15.4741668118024
13.4596145931606,8.24121513557099
18.6790127289103,16.3751822011421
8.48499700064369,12.4358634881305
12.6545866642364,8.21915063806133
12.1862030950019,9.3728542449163
5.82797594473986,17.3936841931767
11.8892527320887,25.3663484440716
5.52323276184996,7.93557474296655
13.444997336357,15.9801117012276
10.7594491080503,7.3342604487299
10.5314150418731,16.4354607914159
4.45612985920997,15.8154388114209
11.2718285076423,21.8161855214428
11.400160552347,10.5119985071821
9.97919936332749,19.0577095452071
